発売日,クロスレビュー(評価),価格帯,ジャンル,メーカー,タイトル,シリーズ,ID,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1996-04-19,-,-,-,サミー,エンジェルパラダイスVol.1坂木優子恋の予感inHollywood,-,1656,0,,,,,,,,
1996-04-19,-,-,-,パイ,大冒険セントエルモスの奇跡,-,18,0,,,上野浩樹|和田博之,渡部浩|小清水史,川崎義博|藤川健,,,
1996-04-19,-,-,-,日本クリエイト,サザンアイズ吸精公主,-,1322,0,,,,,,,,
1996-04-26,31,-,ARPG,セガ,トア精霊王紀伝,-,19,0,,,,,,,,
1996-04-26,-,-,-,アイマックス,アイレムアーケードクラシックス,-,1657,0,,,,,,,,
1996-04-26,-,-,-,アイマックス,爆れつハンター,-,1323,0,,,,後藤圭二,川井憲次,川崎ヒロユキほか,,
1996-04-26,-,-,-,アクレイムジャパン,レボリューションX,-,1450,0,,,,,クリストファー・レナーツ,,アシーナ・ウィッカム|ロバート・M・ウィリアムズ・ジュニア,
1996-04-26,-,-,-,アトラス,首領蜂,-,1451,0,,,,,,,,
1996-04-26,-,-,-,アトラス,真・女神転生デビルサマナー悪魔全書,-,1658,0,,"[SS]: 岡田耕始|[PSP]: 磯貝正吾",,金子一馬,"[SS]: 増子司|田崎寿子|[PSP]: 山田靖子","[SS]: 伊藤龍太郎","[PSP]: 橋野桂",
1996-04-26,-,-,-,ヴァージンインタラクティブ,ゲンウォー,-,1452,0,,,,,,,,
1996-04-26,30,-,ADV,エルフ,野々村病院の人々,-,1324,0,,,,,あり,,,
1996-04-26,-,-,-,カプコン,ロックマンX3,-,913,0,,稲船敬二,,稲船敬二|加治勇人|吉川達哉|小牧信介|伊藤和司,山下絹代,,藤原得郎,
1996-04-26,30,-,TBL,ジャレコ,アイドル雀士スーチーパイ2,-,1570,0,,,,,,,,
1996-04-26,-,-,-,ソフトビジョンインターナショナル,ジョニー・バズーカ,-,914,0,,,,,,,,
1996-04-26,-,-,-,翔泳社,美少女バラエティゲームラピュラスパニック,-,1659,0,,,,,,,,
1996-05-03,-,-,-,ソネット,ときめき麻雀グラフィティ年下の天使たち,-,1571,0,,,,,,,,
1996-05-17,-,-,-,ウイネット,キュービックギャラリー,-,1660,0,,,,,,,,
1996-05-17,-,-,-,セタ,スーパーリアル麻雀P6,-,1572,0,,,,,,,,
1996-05-17,-,-,-,ビクター,慶応遊撃隊活劇編,-,915,0,,,,,,,,
1996-05-24,-,-,-,セガ,セガエイジス宿題がタントアール,-,1662,0,,,,,,,,
1996-05-24,-,-,-,サミー,実戦!パチスロ必勝法!3,-,1663,0,,,,,,,,
1996-05-24,-,-,-,ビング,メタルブラック,-,1453,0,,仙波隆綱,堀崇真|黒木尚也|瀬口隆士,仙波隆綱|堀崇真|黒木尚也|瀬口隆士|溝部久美|渡部恭久|沢木純,渡部恭久,,仙波隆綱,
1996-05-24,-,-,-,メディアクエスト,ライフスケイプ生命40億年はるかな旅,-,1661,0,,,,,,,,
1996-05-24,-,-,-,やのまん,フェーダリメイクエンブレム・オブ・ジャスティス,-,22,0,,,,,,,,
1996-05-31,-,-,-,データイースト,ウィザードリィ6＆7コンプリート,-,20,0,,,,,,,,
1996-05-31,-,-,-,バンダイ,ドラゴンボールZ偉大なるドラゴンボール伝説,-,916,0,,,,,,,,
1996-05-31,-,-,-,マイクロキャビン,ソード＆ソーサリー,-,21,0,,,,,,,,
1996-06-07,-,-,-,タイトー,ダライアス2,-,1454,0,,藤原英裕,大槻朗|中村辰男|廿楽昌志|征矢野伸二,藤原英裕|仙波隆綱|菊池正美|仙波隆綱|加藤久和,小倉久佳,,藤原英裕,
1996-06-07,-,-,-,テクノソフト,ハイパーリヴァーシオン,-,917,0,,,,,,,,
1996-06-07,-,-,-,マルチソフト,デフコン5,-,1455,0,,,,,,,,
1996-06-14,-,-,-,アスク講談社,ビッグ一撃!パチスロ大攻略ユニバーサル・ミュージアム,-,1664,0,,,,,,,,
1996-06-14,-,-,-,イマジニア,犯行写真縛られた少女たちの見たモノは？,-,1325,0,,,,,,,,
1996-06-14,-,-,-,ギャガ,疾風魔法大作戦,-,1456,0,,,外山雄一,横尾憲一|中島和之,本山淳弘,,中島和之,
1996-06-14,-,-,-,ビング,ナイトストライカーS,-,1457,0,,海道賢仁,菅原徹|橋本英樹|つかのとしあき|津森康男|きたばやしたかし,関口忍|のむらあきお,高木正彦,,菅原徹,
1996-06-14,-,-,-,翔泳社/BMGビクター,痛快!!スロット・シューティング,-,1458,0,,,,,,,,
1996-06-28,-,-,-,セガ,月花霧幻譚TORICO,-,1326,0,,丸濱博之,,,野見祐二,,山田辰夫|吉永匠,
1996-06-28,-,-,-,NECインターチャネル,誕生Sデビュー,-,1168,0,,,,,,,,
1996-06-28,-,-,-,SNK,餓狼伝説3遥かなる闘い,-,918,0,,,,,,,,
1996-06-28,-,-,-,アクレイムジャパン,ライズオブザロボット2,-,919,0,,,,,,,,
1996-06-28,-,-,-,アトラス,ストライカーズ1945,-,1459,0,,,,,,,,
1996-06-28,-,-,-,カプコン,井出洋介名人の新実戦麻雀,-,1573,0,,,,,,,,
1996-06-28,-,-,-,ソネット,ザ・メイキング・オブ・ナイトゥルース,-,1665,0,,,,,,,,
1996-06-28,-,-,-,バンダイビジュアル,必殺!,-,920,0,,,,,平尾昌晃,,,
1996-06-28,-,-,-,メトロ,大牌砦,-,1666,0,,,,,,,,
1996-06-28,-,-,-,ユーメディア,踝兄弟劇場第一巻麻雀篇,-,1574,0,,,,,,,,
1996-07-05,34,-,ACT,セガ,ナイツNiGHTS,-,921,0,,,,,"ミュージックビデオ 「Nights of The Knife」(Short Version.) - YouTube",,小室哲哉,
1996-07-05,-,-,-,BMGビクター,一発逆転ギャンブルキングへの道,-,1667,0,,,,,,,,
1996-07-05,-,-,-,ゼネラル・エンタテイメント,ゲームウェア第2号,-,1668,0,,,,,,,,
1996-07-05,-,-,-,メディアクエスト,ソニックウィングススペシャル,-,1460,0,,,,,,,,
1996-07-12,32,-,SPT,セガ,デカスリート陸上十種競技,-,1098,0,,,,,,,,
1996-07-12,-,-,-,オープンブック9003,アクアゾーンデスクトップライフ,-,1670,0,,,,,,,,
1996-07-12,30,-,RAC,ソフトバンク,ワイプアウト,-,1050,0,,,,,,,,
1996-07-12,-,-,-,パック・イン・ビデオ,ピンボールグラフィティ,-,1671,0,,,,,,,,
1996-07-12,-,-,-,メディアクエスト,デススロットル隔絶都市からの脱出,-,922,0,,,,,,,,
1996-07-12,-,-,-,増田屋コーポレーション,アクアワールド海美物語,-,1672,0,,,,,,,,
1996-07-19,-,-,-,セガ,グレイテストナイン'96,-,1099,0,,,,,,,,
1996-07-19,-,-,-,イマジニア,昇龍三國演義,-,1169,0,,,,,,,,
1996-07-19,31,-,SLG,コナミ,ときめきメモリアルforeverwithyou,-,1170,0,,永田義明,,立石流牙|小倉雅史,"Metal Yuhki|村井聖夜|莊司朗|Sanoppi|中村地獄車",五十嵐孝司,桐田富和,
1996-07-19,-,-,-,ハドソン,サターンボンバーマン,-,923,0,,藤原茂樹|安井一徳,三上哲|若林哲也|桶谷吉韻,渡辺達光|中田陽平|水野祥司(アニメーションディレクター・絵コンテ・キャラクターデザイン)|吉見直人(アートデザイン),竹間淳(作曲|編曲|演奏)|秋元薫(編曲|演奏)|遠藤稔(編曲)|山本裕直(編曲),,猪狩寛,
1996-07-19,-,-,-,マイクロネット,麻雀狂時代セブアイランド'96,-,1575,0,,,,,,,,
1996-07-26,31,-,FTG,セガ,バーチャファイターキッズ,-,924,0,,,,,,,,
1996-07-26,-,-,-,サダソフト,プラドルDISCVol.1木下優,-,1673,0,,,,,,,,
1996-07-26,-,-,-,アスキー,時空探偵DD幻のローレライ,-,1327,0,,近藤良英|きくちかつよし,小林国治|みうらのぶひろ,,神保直明,きくちかつよし|菅野勝之,金田剛|池田浩一|佐藤浩一,
1996-07-26,-,-,-,エレクトロニック・アーツ,ロードラッシュ,-,1051,0,,,,,,,,
1996-07-26,-,-,-,タイトー,パズルボブル2X,-,1674,0,,,丸山尋司|野口順一郎,中久木成一|木下一洋,中山上等兵,,,
1996-08-02,-,-,-,BMGビクター,激烈パチンカーズ,-,1676,0,,,,,,,,
1996-08-02,-,-,-,アクレイムジャパン,フランク・トーマスビッグ・ハートベースボール,-,1100,0,,,,,,,,
1996-08-02,-,-,-,やのまん,ボディスペシャル264GIRLSINMOTIONPUZZLEVOL.2,-,1677,0,,,,,,,,
1996-08-09,-,-,-,セガ,セガエイジススペースハリアー,-,1461,0,,,,,,,,
1996-08-09,-,-,-,BMGビクター,マジック・ジョンソンとカリーム・アブドゥール・ジャバーのスラムジャム'96,-,1101,0,,清川進人(9ここいろ)|小梅蓮(9そらいろ-),,和泉つばす|﨑口さおり,yamazo,ぱれっと,近藤真樹,
1996-08-09,-,-,-,NECインターチャネル,同級生if,-,1171,0,,,,竹井正樹,なし(DOS/PCE/SS)|あり(Win/DMM),,,
1996-08-09,-,-,-,SNK,ワールドヒーローズパーフェクト,-,925,0,,,,,,,,
1996-08-09,-,-,-,アイマックス,サイバードール,-,24,0,,,,,,,,
1996-08-09,-,-,-,アクレイムジャパン,WWFレッスルマニア・ジ・アーケードゲーム,-,926,0,,,,,,,,
1996-08-09,-,-,-,エコール,デスクリムゾン,-,1462,0,,,矢野康二郎,M.Yoshimatsu,,,真鍋賢行,
1996-08-09,-,-,-,サンソフト,アルバートオデッセイ外伝LEGENDOFELDEAN,-,25,0,,,,,,,,
1996-08-09,-,-,-,スカイ・シンク・システム,新型くるりんPA!,-,1675,0,,,,,,,,
1996-08-09,-,-,-,ソネット,ナイトゥルース#01闇の扉,-,1328,0,,,,,,,,
1996-08-09,-,-,-,タイトー,タイトーチェイスH.Q.プラスS.C.I.,-,927,0,,,,,,,,
1996-08-09,-,-,-,パイオニアLDC,神秘の世界エルハザード,-,1329,0,,,,中沢一登|奥田淳|小林利充,長岡成貢,林宏樹(原案),,
1996-08-09,-,-,-,ビック東海,プレイボーイカラオケコレクションVol.1,-,1678,0,,,,,,,,
1996-08-09,-,-,-,ビック東海,プレイボーイカラオケコレクションVol.2,-,1679,0,,,,,,,,
1996-08-09,-,-,-,童,妖艶電視麻雀遊戯ギャルジャン,-,1576,0,,,,,,,,
1996-08-09,-,-,-,徳間書店,クロックワークス,-,1680,0,,,,,,,,
1996-08-23,-,-,-,イマジニア,3Dレミングス,-,1681,0,,,,,,,,
1996-08-23,-,-,-,ナグザット,今江克隆監修ジャパンスーパーバスクラシック'96,-,1102,0,,,,,,,,
1996-08-23,-,-,-,ナグザット,駿才データ＆シミュレーションステーブル,-,1682,0,,,,,,,,
1996-08-23,-,-,-,ナグザット,本格プロ麻雀徹萬スペシャル,-,1577,0,,,,,,,,
1996-08-23,-,-,-,バンプレスト,特捜機動隊ジェイスワット,-,1463,0,,,,,,,,
1996-08-23,-,-,-,ビクター,トーナメント・リーダー,-,1103,0,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
1996-08-30,37,-,FTG,セガ,ファイティングバイパーズ,-,928,0,,,,,,,,
1996-08-30,-,-,-,サダソフト,プラドルDISCVol.2内山美紀,-,1683,0,,,,,,,,
1996-08-30,-,-,-,アクレイムジャパン,ストライカー'96,-,1104,0,,,,,,,,
1996-08-30,-,-,-,アクレイムジャパン,イエロー・ブリック・ロード,-,1330,0,,,,,,,,
1996-08-30,-,-,-,アクレイムジャパン,エイリアントリロジー,-,1464,0,,,,,,,,
1996-08-30,-,-,-,カプコン,アーサーとアスタロトの謎魔界村インクレティブ・トゥーンズ,-,1684,0,,,,,,,,
1996-08-30,-,-,-,クライマックス,ダークセイバー,-,26,0,,田中正義・森文孝,,,,,西垣伸哉・野口祐二,
1996-08-30,-,-,-,ココナッツジャパン,オリンピックサッカー,-,1105,0,,,,,,,,
1996-08-30,-,-,-,ジャレコ,テトリスプラス,-,1685,0,,,,,,,,
1996-08-30,-,-,-,パック・イン・ビデオ,湾岸デッドヒートプラスリアルアレンジ,-,1052,0,,,,,,,,
1996-09-06,-,-,-,イマジニア,ハートビートスクランブル,-,1172,0,,,,,,,,
1996-09-06,-,-,-,カプコン,天地を喰らう2赤壁の戦い,-,929,0,,,新留義博,船水紀孝|福本容子|京谷有紀|竹尾圭代|西尾仁志|はやしたかし|陰山みずほ|山本祐介|倉谷栄治|あきまん,泉谷雅樹|梶野俊夫,,,
1996-09-06,-,-,-,テクノソフト,鋼鉄霊域,-,930,0,,,,,,,,
1996-09-13,32,-,ADV,コナミ,ポリスノーツ,-,1331,0,,,,,,,,
1996-09-13,-,-,-,サミー,エンジェルパラダイスVol.2吉野公佳いっしょにい・た・いinHawa2,-,1686,0,,,,,,,,
1996-09-13,-,-,-,講談社,ウルトラマン図鑑,-,1687,0,,,,,,,,
1996-09-14,32,-,FTG,カプコン,ストリートファイターZERO2,-,931,0,,,,,,,,
1996-09-20,-,-,-,セガ,セガエイジスアウトラン,-,1053,0,,,,,,,,
1996-09-20,31,-,RCG,セガ,セガラリーチャンピオンシッププラス,-,1054,0,,,,,,,,
1996-09-20,-,-,-,SNK,リアルバウト餓狼伝説,-,932,0,,,,,,,,
1996-09-20,-,-,-,ソフトバンク,デストラクション・ダービー,-,933,0,,,,,,,,
1996-09-20,-,-,-,バンダイ,機動戦士ガンダム外伝1戦慄のブルー,-,1465,0,,,,,,,,
1996-09-27,-,-,-,セガ,セガエイジスアフターバーナー2,-,1466,0,,,,,,,,
1996-09-27,33,-,SLG,セガ,サクラ大戦,-,1332,0,,,,藤島康介|松原秀典,,,広井王子,
1996-09-27,-,-,-,セガ,マジカルドロップ2,-,1688,0,,,,,,,,
1996-09-27,-,-,-,サダソフト,プラドルDISCVol.3大島朱美,-,1689,0,,,,,,,,
1996-09-27,-,-,-,アテナ,ぷくんパ女子高生の放課後...,-,1690,0,,,,,,,,
1996-09-27,-,-,-,インナーブレイン,グッドアイランドカフェ飯島愛,-,1333,0,,,,,,,,
1996-09-27,-,-,-,コナミ,ときめきメモリアル対戦ぱずるだま,-,1691,0,,永田義明,,立石流牙|小倉雅史,"Metal Yuhki|村井聖夜|莊司朗|Sanoppi|中村地獄車",五十嵐孝司,桐田富和,
1996-09-27,-,-,-,シャー・ロック,めざせアイドルスター!!夏色メモリーズ麻雀編,-,1578,0,,,,,,,,
1996-09-27,-,-,-,ソシエッタ代官山,ホーンテッドカジノ,-,1692,0,,,,,,,,
1996-09-27,-,-,-,タカラ,闘神伝URA,-,934,0,,,,,,,,
1996-09-27,-,-,-,テクノソフト,サンダーフォースゴールドパック1,-,1467,0,,,,,,,,
1996-09-27,-,-,-,ナグザット,麻雀四姉妹若草物語,-,1579,0,,,,,,,,
1996-09-27,-,-,-,ハドソン,サターンボンバーマンセガネット専用,-,1828,0,,,,,,,,
1996-09-27,-,-,-,コーエー,三國志5,-,1173,0,,,,,菅野よう子,,シブサワ・コウ,
1996-09-27,-,-,-,富士通パレックス,奥寺康彦の世界を目指せ!サッカーキッズ入門編,-,1693,0,,,,,,,,
1996-09-27,-,-,-,毎日コミュニケーションズ,ギャルズパニックSS,-,1694,0,,,,,,,,
1996-10-04,-,-,-,ジャレコ,ターフウィンド'96武豊競走馬育成ゲーム,-,1174,0,,,,,,,,
1996-10-04,-,-,-,ゼネラル・エンタテイメント,ゲームウェア第3号,-,1669,0,,,,,,,,
1996-10-04,-,-,-,ナグザット,アクチャーサッカー,-,1106,0,,,,,,,,
1996-10-04,-,-,-,ナグザット,平和パチンコ総進撃,-,1695,0,,,,,,,,
1996-10-04,-,-,-,メディアワークス,エターナルメロディ,-,1334,0,,,,,,,,
1996-10-04,-,-,-,コーエー,ウイニングポスト2プログラム'96,-,1175,0,,,,,,,,
1996-10-04,-,-,-,コーエー,麻雀大会2スペシャル,-,863,0,,,,,,,,
1996-10-10,-,-,-,ココナッツジャパン,ブレインデッド13,-,935,0,,,,,,,,
1996-10-10,-,-,-,スコラ,南の島にブタがいたルーカスの大冒険,-,1696,0,,,,,,,,
1996-10-10,-,-,-,ビデオシステム,本格4人打ち芸能人対局麻雀THEわれめDEポン,-,1581,0,,,,,,,,
1996-10-18,-,-,-,アルトロン,マイティヒット,-,1468,0,,,,,,,,
1996-10-18,-,-,-,ゲームアーツ,ぎゅわんぶらあ自己中心派トーキョーマージャンランド,-,1582,0,,,,,,,,
1996-10-18,-,-,-,サンソフト,オラクルの宝石,-,1697,0,,,,,,,,
1996-10-18,-,-,-,メサイヤ,ラングリッサー3,-,27,0,,,,,,,,
1996-10-25,-,-,-,セガ,ワールドシリーズベースボール2,-,1107,0,,,,,,,,
1996-10-25,-,-,-,イマジニア,スターファイター3000,-,1469,0,,,,,,,,
1996-10-25,-,-,-,エレクトロニック・アーツ,シェルショック,-,1470,0,,,,,,,,
1996-10-25,-,-,-,バンプレスト,バツグン,-,1471,0,,,,,,,,
1996-10-25,-,-,-,角川書店,ルナシルバースターストーリー,-,23,0,,,,,,,,
1996-10-25,-,-,-,東芝EMI,マスターオブモンスターズネオ・ジェネレーションズ,-,1176,0,,,,,,,,
1996-11-01,-,-,-,セガ,ルル,-,1335,0,,,,,,,,
1996-11-01,-,-,-,コナミ,セクシーパロディウス,-,1472,0,,,,,,,,
1996-11-01,-,-,-,サイメイト,パップ・ブリーダー,-,1177,0,,,,,,,,
1996-11-01,-,-,-,リバーヒルソフト,伝説のオウガバトル,-,28,0,,松野泰己,森岡伸夫|佐藤孝|小川昌也,松野泰己|吉田明彦|皆川裕史,岩田匡治|崎元仁|松尾早人,,徳川誠,
1996-11-08,-,-,-,セガ,リグロードサーガ2,-,29,0,,,,,,,,
1996-11-08,-,-,-,SNK,サムライスピリッツ斬紅郎無双剣,-,936,0,,,,,,,,
1996-11-08,-,-,-,ソネット,ザ・メイキング・オブ・ナイトゥルース2ボイスセレクション,-,1698,0,,,,,,,,
1996-11-11,-,-,-,タカラ,アースワームジム2,-,937,0,,,,,,,,
1996-11-15,32,-,ACT,カゼ,デジタルピンボールネクロノミコン,-,1699,0,,,,,,,,
1996-11-15,-,-,-,アトラス,プリクラ大作戦,-,938,0,,,,,,,,
1996-11-15,-,-,-,サンソフト,上海グレートモーメンツ,-,1700,0,,,,,,,,
1996-11-15,-,-,-,博報堂,風水先生,-,1178,0,,,,,,,,
1996-11-22,31,-,ACT,セガ,クリスマスナイツ冬季限定版,-,939,0,,,,,,,,
1996-11-22,32,-,SHT,セガ,バーチャコップ2,-,1473,0,,,,,,,,
1996-11-22,-,-,-,アクレイムジャパン,アイアンマン/XO,-,940,0,,,,,,,,
1996-11-22,-,-,-,アクレイムジャパン,NFLクォーターバッククラブ'97,-,1829,0,,,,,,,,
1996-11-22,-,-,-,アトラス,戦国ブレードSENGOKUACEEPISODE,-,1474,0,,,,,,,,
1996-11-22,-,-,-,イマジニア,フィスト,-,941,0,,,,,ビル・コンティ,ジョー・エスターハス|シルヴェスター・スタローン,,
1996-11-22,-,-,-,ヴァージンインタラクティブ,カオスコントロールリミックス,-,1475,0,,,,,,,,
1996-11-22,-,-,-,テクノソフト,ハイパーデュエル,-,1476,0,,,,,,,,
1996-11-22,-,-,-,バンプレスト,月下の棋士王竜戦,-,1546,0,,,,,寺嶋民哉,尾崎将也,,
1996-11-22,-,-,-,日本クリエイト,トライラッシュデッピー,-,1701,0,,,,,,,,
1996-11-29,32,-,SPT,セガ,ビクトリーゴールワールドワイドエディション,-,1108,0,,,,,,,,
1996-11-29,32,-,FTG,セガ,電脳戦機バーチャロン,-,942,0,,,,,,,,
1996-11-29,-,-,-,BMGビクター,西暦1999ファラオの復活,-,1477,0,,,エズラ・ドライスバッハ,ブライアン・マックニーリー,スコット・ブランストン,,クリス・アーチャー,
1996-11-29,-,-,-,サダソフト,プラドルDISC特別編コスプレイヤーズ,-,1702,0,,,,,,,,
1996-11-29,-,-,-,インタープレイ,ブラッドファクトリー,-,1478,0,,,,,,,,
1996-11-29,-,-,-,エンジェル,美少女戦士セーラームーンSuperSVariousEmotion,-,943,0,,,,,,,,
1996-11-29,-,-,-,データイースト,探偵神宮寺三郎未完のルポ,-,1336,0,,西山英一,佐野弘和|石川裕一郎,寺田克也,"ATOMIC花田|Ring Ring|N'gja MIURA|是政|TAKUTO",斉藤竜也,,
1996-11-29,-,-,-,メディアクエスト,ズープ,-,1703,0,,,,,,,,
1996-11-29,-,-,-,コーエー,太閤立志伝2,-,30,0,,,,,,,,
1996-11-29,-,-,-,徳間書店,銀河英雄伝説,-,1179,0,,,,,,,,
1996-11-29,-,-,-,毎日コミュニケーションズ,対局将棋極2,-,1547,0,,,,,,,,
1996-12-06,-,-,-,エクシング,皇龍三國演義,-,1180,0,,,,,,,,
1996-12-06,-,-,-,エレクトロニック・アーツ,マジックカーペット,-,1479,0,,,,,,,,
1996-12-06,-,-,-,オープンブック9003,アクアゾーンデスクトップライフオプションディスクシリーズ1エンゼルフィッシュ,-,1704,0,,,,,,,,
1996-12-06,-,-,-,オープンブック9003,アクアゾーンデスクトップライフオプションディスクシリーズ2ブラックモーリー,-,1705,0,,,,,,,,
1996-12-06,-,-,-,オープンブック9003,アクアゾーンデスクトップライフオプションディスクシリーズ3ブルーエンペラー,-,1706,0,,,,,,,,
1996-12-06,-,-,-,オープンブック9003,アクアゾーンデスクトップライフオプションディスクシリーズ4クラウンローチ,-,1707,0,,,,,,,,
1996-12-06,-,-,-,オープンブック9003,アクアゾーンデスクトップライフオプションディスクシリーズ5ラミーノーズ,-,1708,0,,,,,,,,
1996-12-06,-,-,-,カプコン,スーパーパズルファイター2X,-,1709,0,,,,,,,,
1996-12-06,-,-,-,ザウルス,ステークスウィナーG1完全制覇への道,-,1055,0,,,,,,,,
1996-12-06,-,-,-,テクノソフト,サンダーフォースゴールドパック2,-,1467,0,,,,,,,,
1996-12-06,-,-,-,バンダイ,機動戦士ガンダム外伝2蒼を受け継ぐ者,-,1481,0,,,,,,,,
1996-12-06,-,-,-,ビクター,バトルバ,-,944,0,,,矢川忍,,本山淳弘,,,
1996-12-06,-,-,-,富士通,世界の車窓から1スイス編アルプス登山鉄道の旅,-,1710,0,,,,,,,,
1996-12-13,-,-,-,セガ,ワールドアドバンスド大戦略大戦略パック,-,1181,0,,,,,,,,
1996-12-13,-,-,-,セガ,パンツァードラグーン1＆2,-,1482,0,,,,荻原しょう子|中野彰子|荻原しょう子,岩崎元是,まいた菜穂,,
1996-12-13,-,-,-,イマジニア,メルティランサー銀河少女警察2086,-,1182,0,,,,,,,,
1996-12-13,-,-,-,インクリメントP,バトルアスリーテス大運動会,-,1183,0,,,,牧野竜一|奥田淳|春山和則,hisakuni|賀佐泰洋|山崎真吾|曽木琢磨|髙橋祐子|トミタカズキ|横地健太,香椎葉平|小林亮介|たかだ誠,,
1996-12-13,-,-,-,キングレコード,出世麻雀大接待,-,1583,0,,,,,,,,
1996-12-13,-,-,-,コナミ,実況おしゃべりパロディウスforeverwithme,-,1483,0,,,,,,,,
1996-12-13,-,-,-,タイトー,スペースインベーダー,-,1484,0,,,西角友宏,西角友宏,亀井道行,,,
1996-12-13,-,-,-,メディアエンターテイメント,ディスクワールド,-,1337,0,,,,,,,,
1996-12-13,30,-,SRPG,リバーヒルソフト,タクティクスオウガ,-,31,0,,松野泰己,,皆川裕史|吉田明彦,岩田匡治|崎元仁,松野泰己,,
1996-12-13,32,-,ADV,ワープ,エネミー・ゼロ,-,945,0,,".mw-parser-output .plainlist--only-child>ol|.mw-parser-output .plainlist--only-child>ul{line-height:inherit;list-style:none none;margin:0;padding-left:0}.mw-parser-output .plainlist--only-child>ol li|.mw-parser-output .plainlist--only-child>ul li{margin-bottom:0}飯野賢治立石章三郎",三浦秀樹佐藤直哉,韮沢靖,マイケル・ナイマン,飯野賢治坂元裕二,飯野賢治,
1996-12-13,-,-,-,吉本興業,ファンキーファンタジー,-,1184,0,,,,,,,,
1996-12-20,-,-,-,ユービーアイソフト,ストリートレーサーエクストラ,-,1056,0,,,,,,,,
1996-12-20,-,-,-,ヴァージンインタラクティブ,両替パズルゲームもうぢゃ,-,1711,0,,,,,ナオト・インティライミ(作詞・作曲),,,
1996-12-20,-,-,-,エレクトロニック・アーツ,ニッサンプレゼンツオーバードライビンGT-R,-,1057,0,,,,,,,,
1996-12-20,-,-,-,キッド,きゃんきゃんバニープルミエール2,-,1185,0,,,,,あり,,,
1996-12-20,-,-,-,ゲームスタジオ,エアーズアドベンチャー,-,32,0,,,,,,,,
1996-12-20,-,-,-,コナミ,永世名人2,-,1549,0,,,,,,,,
1996-12-20,32,-,RPG,セガ,シャイニング・ザ・ホーリィアーク,-,33,0,,,,,,,,
1996-12-20,-,-,-,ソネット,ナイトゥルースマリア,-,1338,0,,,,,,,,
1996-12-20,-,-,-,タカラ,DX日本特急旅行ゲーム,-,1712,0,,,,,,,,
1996-12-20,-,-,-,ナツメ,ぴょんぴょんキャルルのまあじゃん日和,-,1584,0,,,,,,,,
1996-12-20,-,-,-,ネクサスインターラクト,エム君を伝えて,-,1186,0,,,,,,,,
1996-12-20,-,-,-,バンダイ,ウルトラマン光の巨人伝説,-,946,0,,,,,,,,
1996-12-20,-,-,-,ヒューマン,アポなしギャルズおりんぽす,-,1339,0,,,,,,,,
1996-12-20,-,-,-,日本物産,バーチャル競艇,-,1187,0,,,,,,,,
1996-12-21,35,-,ACT,セガ,ファイターズメガミックス,-,947,0,,,,,,,,
1996-12-27,-,-,-,セガ,セガエイジス廊下にイチダントアール,-,1713,0,,,,,,,,
1996-12-27,30,-,SRPG,セガ,テラファンタスティカ,-,1188,0,,,,,,,,
1996-12-27,-,-,-,セガ,人造人間ハカイダーラストジャッジメント,-,1485,0,,,,,太田浩一,石ノ森章太郎,,
1996-12-27,-,-,-,BPS,テトリスS,-,1714,0,,岡田智,山本雅央,松岡洋史,田中宏和,,横井軍平,
1996-12-27,-,-,-,サダソフト,プラドルDISCデータ編レースクイーンF,-,1715,0,,,,,,,,
1996-12-27,-,-,-,ヴァージンインタラクティブ,グリッドランナー,-,948,0,,,,,,,,
1996-12-27,-,-,-,ゲームアーツ,だいなあいらん予告編,-,1716,0,,,,,,,,
1996-12-27,-,-,-,ハドソン,銀河お嬢様伝説ユナみかあきたかイラストワークス,-,1717,0,,,,,,,,
1996-12-27,-,-,-,ハドソン,銀河お嬢様伝説ユナリミックス,-,1340,0,,,,,,,,
1996-12-27,-,-,-,パトラ,タクラマカン敦煌傅奇,-,1718,0,,,,,,,,
1996-12-27,-,-,-,バンダイ,ゲゲゲの鬼太郎幻冬怪奇譚,-,1341,0,,,,,,,,
1996-12-27,30,-,SPT,ヒューマン,ファイヤープロレスリングS6メンスクランブル,-,949,0,,,,,,,,
1996-12-27,-,-,-,コーエー,水滸伝天命の誓い,-,1189,0,,,,,木下伸司|三井一正|滝沢洋一,,シブサワ・コウ,
1996-12-31,-,-,-,セガ,電脳戦機バーチャロンセガネット専用,-,1830,0,,,,,,,,
1996-12-31,31,-,FTG,SNK,ザ・キング・オブ・ファイターズ'96,-,950,0,,,,,,,,
1997-01-10,-,-,-,ヴァージンインタラクティブ,スポットゴーズトゥーハリウッド,-,951,0,,,,,,,,
1997-01-10,-,-,-,パトラ,ロードランナーエクストラ,-,952,0,,,,,,,,
1997-01-10,-,-,-,吉本興業,ファンキーヘッドボクサーズ,-,953,0,,山本哲也,斉藤満|高橋呉明|小林一美|柳謙一,青木勝志|渡部隆,山本敬一|本山淳弘|高木みゆき|山路敦司,斉藤満|浦畑達彦|六月十三,伊藤伸一|中村宏,
1997-01-10,-,-,-,セガ,デジタルダンスミックスVol.1安室奈美恵,-,1719,0,,,,,,,,
